 30/03/2020 Cadeia - Canais : 5 - Intervalo : 00:10:00
Número de série: E102 02 2012A
Data e hora: 30/03/2020 11:23:30[Manager], 30/03/2020 11:30:06[Estação], 00:06:35[Offset],
Latitude = , Longitude = 
Estação: [SL2000 PNV 4.401 Aug  8 2015 Solar Instrumentacao], Manager: [4.0.0.3]

Configuração dos sensores :
Precipitação    : 0,0000000X³ + 0,0000000X² + 0,2000000X + 0,0000000 [  mm   ] - Offset: 0,0000000
Sedimentos      : 0,0000000X³ + 0,0000000X² + 1,0000000X + 0,0000000 [  mV   ] - Offset: 0,0000000
Nível           : 0,0000000X³ + 0,0000000X² + 6,0281000X - 237,77000 [  cm   ] - Offset: 31,000000
Vazão           : 0,1760000H ^ 1,5470001 [       ] - Offset: 0,0000000
Bateria         : 0,0000000X³ + 0,0000000X² + 0,0043000X + 0,0000000 [ Volts ] - Offset: 0,0000000

----------------------------------------------------------------------------------------------------
                      Precipitação     Sedimentos        Nível           Vazão          Bateria     
----------------------------------------------------------------------------------------------------
                           mm              mV              cm                            Volts      
----------------------------------------------------------------------------------------------------
05/03/2020 16:00:20     0,000           0,000           87,643         178,194          13,010     
05/03/2020 16:10:20     0,000           0,000           87,643         178,194          13,005     
05/03/2020 16:20:20     0,000           0,000           87,643         178,194          13,000     
05/03/2020 16:30:20     0,000           0,000           87,643         178,194          12,995     
05/03/2020 16:40:20     0,000           0,000           87,643         178,194          12,995     
05/03/2020 16:50:20     0,000           0,000           87,643         178,194          12,974     
05/03/2020 17:00:20     0,000           0,000           87,643         178,194          12,979     
05/03/2020 17:10:20     0,000           0,000           87,643         178,194          12,984     
05/03/2020 17:20:20     0,000           0,000           87,643         178,194          12,984     
05/03/2020 17:30:20     0,000           0,000           87,643         178,194          12,947     
05/03/2020 17:40:20     0,000           0,000           87,643         178,194          12,774     
05/03/2020 17:50:20     0,000           0,000           80,282         155,582          12,543     
05/03/2020 18:00:20     0,000           0,000           80,282         155,582          12,459     
05/03/2020 18:10:20     0,000           0,000           80,282         155,582          12,438     
05/03/2020 18:20:20     0,000           0,000           80,282         155,582          12,433     
05/03/2020 18:30:20     0,000           0,000           80,282         155,582          12,433     
05/03/2020 18:40:20     0,000           0,000           80,282         155,582          12,433     
05/03/2020 18:50:20     0,000           0,000           80,282         155,582          12,433     
05/03/2020 19:00:20     0,000           0,000           80,282         155,582          12,427     
05/03/2020 19:10:20     0,000           0,000           80,282         155,582          12,433     
05/03/2020 19:20:20     0,000           0,000           80,282         155,582          12,433     
05/03/2020 19:30:20     0,000           0,000           80,282         155,582          12,433     
05/03/2020 19:40:20     0,000           0,000           80,282         155,582          12,427     
05/03/2020 19:50:20     0,000           0,000           80,282         155,582          12,422     
05/03/2020 20:00:20     0,000           0,000           80,282         155,582          12,417     
05/03/2020 20:10:20     0,000           0,000           80,282         155,582          12,417     
